vm,n_bins,alpha_mu,r2B,r2C,r2P,aiccB,aiccC,aiccP,alpha_B,alpha_C,c_C,c_P,lam_min,lam_max,lam_gmean
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/870.csv,24,0.0049195830858721,0.47688934514063974,0.4768893451396744,0.332475703502885,-173.53029654356968,-170.901725114954,-167.67951006347363,0.02959031144116535,0.029590360755115685,5.633961344929472e-12,0.002431908557118261,22.70394586894587,103.33643719326172,47.01804814569796
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/1025.csv,24,0.0002444389843632,0.9656941328749243,0.9656941328749498,0.8986816571188335,-154.63793299742582,-152.00936156887218,-128.64710715066988,0.02142372473985374,0.021423726775469373,4.5371043997066484e-13,0.0002874770164651939,1189.3731625983723,4651.988435374149,2787.776423957921
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/593.csv,24,0.076366007433824,0.450298390234938,0.450298390234938,0.28261533307414655,-69.84705924880306,-67.21848782023163,-63.45738112606229,0.20309524788938368,0.20309524794212963,4.8770494682379235e-12,0.021357293715396526,2.5440375586854462,44.82592592592592,4.194676315649168
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/451.csv,24,0.0136714965962265,0.5169945255498403,0.790497886522601,0.7886386106167173,-112.81430751788363,-130.23279593758662,-132.64931328336908,0.09815609274024714,5.890208396383754e-11,0.04310707434728365,0.04273828755674339,2.6406036217303823,13.68,4.156116936794167
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/852.csv,24,0.0160702720600538,0.41610279500265457,0.4161027950027739,0.37837851291550795,-151.33195443245225,-148.70338300388573,-149.82940041622476,0.10901932323378531,0.10901929519148784,1.2776798399646891e-11,0.0513493434344481,0.17795380545380543,4.033261090761091,0.9887610912990453
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/923.csv,24,0.0007567085871048,0.8456288722753972,0.8456288722756917,0.6485458441986776,-104.65388636440754,-102.0253149358819,-84.90861464969755,0.033716285725171345,0.03371629669627773,1.8898834726813974e-15,0.0006845115664675774,94.44187604690116,2487.674492753623,580.4939253169321
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/456.csv,24,0.0151869415036947,0.5728013296346758,0.8531863441313134,0.851486839340802,-121.44128480473817,-144.4467543293935,-146.79909913074317,0.10494246993144937,2.7132401266036353e-11,0.0469765555728169,0.046524963547709006,2.6283568075117367,11.839629629629629,4.127539349355352
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/452.csv,24,0.0154765821561141,0.4999847482760822,0.8153882986235707,0.8111046325237808,-112.54752993648837,-133.83217195448498,-135.91021835764153,0.09564951818100893,1.2536088812536606e-09,0.04339397739679956,0.042914703988893514,2.6290018832391717,12.17462962962963,4.144846620713296
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/426.csv,24,0.0134825215193864,0.557639180511519,0.74926112812793,0.7486825562416306,-113.8597558247359,-124.85631646638704,-127.42957246126785,0.11024335121208625,0.029260765888296736,0.045329181652042146,0.046579357687844984,2.631120053655265,14.436904761904763,4.154967727216948
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/865.csv,24,0.0042569606770189,0.4685149148837071,0.46851491488746555,0.3313106843441891,-88.83428183813668,-86.20571040973495,-83.32281586302601,0.06932252495169994,0.0693226674939596,1.375289248755723e-11,0.008121669223731809,0.34253216606977055,84.71425925925926,10.541826223953427
