vm,hour,n,mean,std,aic_lognorm,aic_norm,aic_gamma,aic_weibull_min,ksp_lognorm,ksp_norm,ksp_gamma,ksp_weibull_min,best_aic
2013-8/35,10,358,3.9440077148177712,4.190697229705484,1472.1090119741011,2045.8928501014198,1638.6119992032677,1681.3074926498468,6.632308133108133e-43,3.2999253381543984e-64,2.348458888635933e-53,1.789424969541908e-45,lognorm
2013-8/35,11,358,4.023048018089917,4.270836033016657,1488.6234808382774,2059.45566362607,1653.402872541209,1695.6230929294386,2.6825870301184704e-40,1.7721487681270152e-59,1.0573701435824744e-49,3.441894509870931e-42,lognorm
2013-8/35,12,360,4.027777777777778,4.338944728620622,1496.7121263219583,2082.330185197934,1666.2463764460563,1707.8957498482655,2.5727726336322788e-42,2.428696396150402e-61,2.689247251767453e-51,5.6131315517723905e-43,lognorm
2013-8/35,13,356,4.0258895131086145,4.300256574411598,1480.688560972079,2052.8606144854402,1644.634594276945,1686.8906553738516,1.590730988900214e-34,1.8272346463182855e-57,2.568669261097248e-45,1.8925086551956936e-39,lognorm
2013-8/35,14,351,3.7898385565052224,4.02936372421906,1393.074149840981,1978.4080023460638,1564.9829788385227,1615.2927248076421,1.728410420322867e-39,1.591658862523393e-58,2.1296241070371116e-48,1.6259326738026338e-40,lognorm
2013-8/35,15,360,3.933422619047619,4.2338354594300105,1474.3583077503013,2064.6737272703117,1646.8218217000726,1689.9688677677518,6.989785237925764e-51,5.078216582886531e-69,2.3815583042060596e-61,4.11844941796667e-52,lognorm
2013-8/35,16,360,3.9255291005291,4.2920942632059145,1474.4537407758771,2074.51359059316,1649.7073435358334,1691.0443953187428,9.035775933366294e-51,1.5792053532865533e-68,3.767214576002959e-60,1.1044117129542836e-50,lognorm
2013-8/35,17,360,3.881335978835978,4.268128645359572,1466.412823286181,2070.4820857792593,1643.1482342187717,1683.816957981191,2.907055143398123e-57,3.3043195056381083e-74,1.3968793528379851e-67,3.6230947917377685e-57,lognorm
2013-8/35,18,360,3.8465277777777778,4.1332474019405305,1455.7027962681404,2047.361387496408,1629.4323691960485,1673.3454499574386,2.0398733393094823e-57,6.887726057299712e-74,2.9661202571906344e-67,4.359660451813525e-57,lognorm
2013-8/35,19,360,3.855965608465608,4.172787835555593,1458.8455199682553,2054.2164817612334,1633.291133481122,1676.2932517061045,5.550338390027331e-56,8.245967302936582e-73,1.8894058809151462e-65,3.596125990340844e-55,lognorm
