vm,n_test,A_lognorm_ctop,A_empirical_p998,A_gauss_meanksd,A_rolling_max
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/317.csv,1604,0.96571072319202,0.9906483790523691,0.9719451371571073,0.993142144638404
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/320.csv,1604,0.9925187032418953,0.9987531172069826,0.9894014962593516,0.9993765586034913
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/323.csv,1603,0.9968808484092326,0.9993761696818465,0.9962570180910792,0.9993761696818465
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/324.csv,1603,0.9625701809107923,0.9725514660012476,0.9613225202744854,0.9725514660012476
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/327.csv,1604,0.9956359102244389,0.9981296758104738,0.9950124688279302,0.9981296758104738
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/328.csv,1604,0.9844139650872819,0.9975062344139651,0.9806733167082294,0.9975062344139651
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/33.csv,1591,0.9874292897548711,0.9956002514142049,0.9874292897548711,0.9968573224387178
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/331.csv,1594,1.0,0.6580928481806776,0.9981179422835633,0.6631116687578419
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/354.csv,1604,0.9557356608478803,0.9806733167082294,0.9582294264339152,0.9869077306733167
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/358.csv,24,1.0,1.0,1.0,1.0
../../../../tmp/claude/E--Projects-Submitted-Amdocs/34878466-835f-474b-a49b-ee8b3bc3dbdb/scratchpad/bitbrains/fastStorage/2013-8/360.csv,1603,1.0,1.0,1.0,1.0
